"taxa_id","Kingdom","Phylum","Class","Clade","Orders","Family","Genus","Species","common_name","RecordsWithDenominators","NeoplasiaWithDenominators","NeoplasiaPrevalence","X.","MalignancyKnown","Malignant","MalignancyPrevalence","PropMalignant","Benign","BenignPrevalence","PropBenign","X..","RecordsFromAllSources","NeoplasiaFromAllSources","Necropsies","X.Sources","X...","female_maturity.months.","male_maturity.months.","Gestation.months.","Weaning.months.","Infancy.months.","litter_size","litters_year","interbirth_interval","birth_weight.g.","weaning_weight.g.","adult_weight.g.","growth_rate.1.days.","max_longevity.months.","metabolic_rate","SE_simple","InferredNeoplasia","Keep"
3959,"Animalia","Chordata","Reptilia","Sauropsida","Squamata","Agamidae","Stellagama","Stellagama_stellio","Hardun sling-tailed agama",38,2,0.052631579,"-",2,2,0.052631579,1,0,0,0,"-",38,2,38,2,"-",-1,-1,-1,-1,1,7.7,-1,-1,0.71,-1,40.605,-1,-1,-1,0.162221421,1.608579515,TRUE
1,"Animalia","Chordata","Mammalia","Mammalia","Carnivora","Ailuridae","Ailurus","Ailurus_fulgens","Red panda",38,2,0.052631579,"-",3,1,0.026315789,0.666666667,1,0.026315789,0.333333333,"-",39,3,38,21,"-",18.08021039,18.08021039,3.813280736,4.503616042,4.503616042,1.7,-1,12,100,1140,4325,0.009,228,838.36,0.162221421,17.78359519,TRUE
2588,"Animalia","Chordata","Amphibia","Amphibia","Anura","Ranidae","Lithobates","Lithobates_catesbeianus","American bullfrog",37,2,0.054054054,"-",6,0,0,0.666666667,2,0.054054054,0.333333333,"-",41,6,37,13,"-",41.97896121,23.99737015,-1,-1,100.35,-1,-1,-1,-1,-1,54.4,-1,192,-1,0.164398987,15.43540627,TRUE
3545,"Animalia","Chordata","Aves","Sauropsida","Piciformes","Ramphastidae","Pteroglossus","Pteroglossus_aracari","Black-necked aracari",54,3,0.055555556,"-",3,1,0.018518519,0.333333333,2,0.037037037,0.666666667,"-",54,3,54,6,"-",-1,-1,-1,-1,1,2.9,-1,-1,-1,-1,261.75,-1,-1,-1,0.136082763,2.41788669,TRUE
2698,"Animalia","Chordata","Mammalia","Mammalia","Diprotodontia","Macropodidae","Notamacropus","Notamacropus_parma","Parma wallaby",72,4,0.055555556,"-",4,2,0.027777778,0.5,2,0.027777778,0.5,"-",72,4,72,8,"-",13.93819855,20.38132807,1.117685733,9.960552268,9.960552268,0.9,1.3,7,0.5067,754,4250,0.01,190.8,1376.25,0.11785113,17.31185915,TRUE
1425,"Animalia","Chordata","Reptilia","Sauropsida","Squamata","Boidae","Corallus","Corallus_caninus","Emerald tree boa",54,3,0.055555556,"-",3,2,0.037037037,0.666666667,1,0.018518519,0.333333333,"-",54,3,54,21,"-",-1,-1,-1,-1,7.357635817,8.5,-1,-1,-1,-1,-1,-1,223.2,-1,0.136082763,-1,TRUE
1435,"Animalia","Chordata","Amphibia","Amphibia","Anura","Ceratobatrachidae","Cornufer","Cornufer_guentheri","Solomon island leaf frog",89,5,0.056179775,"-",4,3,0.033707865,0.75,1,0.011235955,0.25,"-",89,5,89,11,"-",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.105999788,-1,TRUE
4016,"Animalia","Chordata","Mammalia","Mammalia","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus_transitionalis","New england cottontail",35,2,0.057142857,"-",2,1,0.028571429,0.5,1,0.028571429,0.5,"-",35,2,35,1,"-",3.944773176,-1,0.920447074,0.525969757,0.525969757,4.8,2.5,0.08275154,30,118.5,902.6,-1,111.6,-1,0.169030851,15.2414805,TRUE
2699,"Animalia","Chordata","Mammalia","Mammalia","Diprotodontia","Macropodidae","Macropus","Osphranter_robustus","Wallaroo",69,4,0.057971014,"-",4,3,0.043478261,0.75,1,0.014492754,0.25,"-",69,4,69,7,"-",17.98159106,22.02498356,1.051939513,11.53846154,11.53846154,-1,1.31,8.68,0.703,2500,30000,0.0038,264,5453.5,0.120385853,19.00674482,TRUE
3111,"Animalia","Chordata","Aves","Sauropsida","Anseriformes","Anatidae","Oxyura","Oxyura_jamaicensis","Ruddy duck",34,2,0.058823529,"-",2,1,0.029411765,0.5,1,0.029411765,0.5,"-",34,2,34,11,"-",11.99868508,11.99868508,0.756081525,-1,36.5,-1,-1,-1,43,-1,542,-1,163.2,-1,0.171498585,16.01032021,TRUE
3670,"Animalia","Chordata","Amphibia","Amphibia","Anura","Bufonidae","Rhinella","Rhinella_marina","Cane toad",33,2,0.060606061,"-",2,2,0.060606061,1,0,0,0,"-",33,2,33,21,"-",11.99868508,11.99868508,-1,-1,36.5,10000,-1,-1,-1,-1,106.25,-1,297.6,-1,0.174077656,16.8681265,TRUE
538,"Animalia","Chordata","Mammalia","Mammalia","Chiroptera","Phyllostomidae","Artibeus","Artibeus_jamaicensis","Jamaican fruit bat",80,5,0.0625,"-",5,3,0.0375,0.6,2,0.025,0.4,"-",80,5,80,8,"-",9.500328731,9.500328731,2.498356345,0.493096647,0.493096647,-1,-1,0.602327173,5.9,33.79,42.2,-1,230.4,56.5,0.111803399,15.8002073,TRUE
4238,"Animalia","Chordata","Mammalia","Mammalia","Artiodactyla","Bovidae","Tragelaphus","Tragelaphus_strepsiceros","Kudu",48,3,0.0625,"-",2,0,0,0,2,0.041666667,1,"-",48,3,48,11,"-",16.99539776,21.8731098,7.495069034,6.015779093,6.015779093,-1,1.1,12,15000,-1,217500,-1,282,-1,0.144337567,20.03895391,TRUE
2704,"Animalia","Chordata","Mammalia","Mammalia","Macroscelidea","Macroscelididae","Macroscelides","Macroscelides_proboscideus","Short-eared elephant shrew",63,4,0.063492063,"-",3,2,0.031746032,0.666666667,1,0.015873016,0.333333333,"-",63,4,63,4,"-",1.446416831,-1,2.136752137,0.624589086,0.624589086,1.6,-1,-1,-1,-1,40,-1,104.4,52.57,0.125988158,13.71426298,TRUE
1005,"Animalia","Chordata","Mammalia","Mammalia","Chiroptera","Phyllostomidae","Carollia","Carollia_perspicillata","Seba short-tailed bat",219,14,0.063926941,"-",14,9,0.04109589,0.642857143,5,0.02283105,0.357142857,"-",219,14,219,10,"-",8.481262327,8.481262327,3.122945431,1.171268902,1.171268902,-1,-1,5.23,4.89,12.5,15,0.0347,204,31.43,0.067573738,15.03387226,TRUE
3101,"Animalia","Chordata","Mammalia","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis_canadensis","Big horn sheep",30,2,0.066666667,"-",1,0,0,0,1,0.033333333,1,"-",30,2,30,7,"-",23.24128863,24.62195924,5.917159763,4.996712689,4.996712689,1.16,1.1,12,4400,28000,70275,0.0031,247.2,22100,0.182574186,19.20509165,TRUE
223,"Animalia","Chordata","Amphibia","Amphibia","Caudata","Ambystomatidae","Ambystoma","Ambystoma_mexicanum","Axolotl",73,5,0.068493151,"-",5,5,0.068493151,1,0,0,0,"-",73,5,73,18,"-",18.01446417,18.01446417,0.591715976,-1,54.8,-1,-1,-1,-1,-1,-1,-1,204,-1,0.117041147,-1,TRUE
1830,"Animalia","Chordata","Aves","Sauropsida","Sphenisciformes","Spheniscidae","Eudyptes","Eudyptes_chrysocome","Rockhopper penguin",29,2,0.068965517,"-",2,2,0.068965517,1,0,0,0,"-",29,2,29,5,"-",-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2470,-1,-1,-1,0.185695338,3.392696953,TRUE
3596,"Animalia","Chordata","Mammalia","Mammalia","Carnivora","Phocidae","Pusa","Pusa_hispida","Ringed seal",42,3,0.071428571,"-",3,3,0.071428571,1,0,0,0,"-",42,3,42,15,"-",60.02629849,72.02498356,8.251150559,1.742274819,1.742274819,-1,1.1,12,6000,14000,90000,-1,552,12813,0.15430335,21.40587698,TRUE
2551,"Animalia","Chordata","Amphibia","Amphibia","Anura","Leptodactylidae","Leptodactylus","Leptodactylus_pentadactylus","Smoky jungle frog",28,2,0.071428571,"-",1,0,0,0,1,0.035714286,1,"-",28,2,28,10,"-",-1,-1,-1,-1,7.436750181,-1,-1,-1,-1,-1,-1,-1,225.6,-1,0.188982237,-1,TRUE
3734,"Animalia","Chordata","Reptilia","Sauropsida","Squamata","Iguanidae","Sauromalus","Sauromalus_ater","Sauromalus obesus",41,3,0.073170732,"-",3,2,0.048780488,0.666666667,1,0.024390244,0.333333333,"-",41,3,41,15,"-",30.01725838,24.01380671,1.150558843,-1,82.18125,7.7,-1,-1,6.805,-1,230.39,-1,111.6,-1,0.156173762,14.64844879,TRUE
3387,"Animalia","Chordata","Aves","Sauropsida","Caprimulgiformes","Podargidae","Podargus","Podargus_strigoides","Tawny frogmouth",27,2,0.074074074,"-",2,2,0.074074074,1,0,0,0,"-",27,2,27,15,"-",-1,-1,-1,-1,1,1.89,-1,-1,-1,-1,349,-1,-1,-1,0.19245009,2.542825427,TRUE
3078,"Animalia","Chordata","Mammalia","Mammalia","Artiodactyla","Bovidae","Oryx","Oryx_leucoryx","Arabian oryx",27,2,0.074074074,"-",7,1,0.037037037,0.142857143,1,0.037037037,0.857142857,"-",32,7,27,8,"-",26.10124918,18.08021039,7.98816568,4.503616042,4.503616042,-1,1.33,0.607200548,3850,-1,121350,-1,249.6,-1,0.19245009,19.46750727,TRUE
1710,"Animalia","Chordata","Amphibia","Amphibia","Anura","Microhylidae","Dyscophus","Dyscophus_antongilii","Tamato frog",54,4,0.074074074,"-",4,2,0.037037037,0.5,2,0.037037037,0.5,"-",54,4,54,20,"-",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.136082763,-1,TRUE
98,"Animalia","Chordata","Mammalia","Mammalia","Artiodactyla","Bovidae","Aepyceros","Aepyceros_melampus","Impala",25,2,0.08,"-",2,2,0.08,1,0,0,0,"-",25,2,25,3,"-",14.99013807,12.98487837,6.50887574,5.489809336,5.489809336,0.98,1.1,12,5550,15900,52500,0.0043,307.2,-1,0.2,19.64468657,TRUE
737,"Animalia","Chordata","Reptilia","Sauropsida","Squamata","Viperidae","Bothriechis","Bothriechis_schlegelii","Bothriechis schlegelii",25,2,0.08,"-",7,2,0.08,0.285714286,0,0,0.714285714,"-",30,7,25,13,"-",-1,-1,-1,-1,7.713650453,-1,-1,-1,-1,-1,-1,-1,234,-1,0.2,-1,TRUE
3470,"Animalia","Chordata","Mammalia","Mammalia","Hyracoidea","Procaviidae","Procavia","Procavia_capensis","Rock hyrax",148,12,0.081081081,"-",11,8,0.054054054,0.727272727,3,0.02027027,0.272727273,"-",148,12,148,13,"-",16.4365549,16.4365549,7.067718606,3.813280736,3.813280736,2.5,-1,12,205,500,3600,0.0112,177.6,780,0.082199494,17.05296027,TRUE
3472,"Animalia","Chordata","Mammalia","Mammalia","Carnivora","Procyonidae","Procyon","Procyon_lotor","Common raccoon",37,3,0.081081081,"-",3,2,0.054054054,0.666666667,1,0.027027027,0.333333333,"-",37,3,37,10,"-",11.99868508,11.99868508,2.071005917,2.991452991,2.991452991,3.06,-1,12,80,1175,6000,0.0153,252,2096.43,0.164398987,18.1865545,TRUE
1657,"Animalia","Chordata","Mammalia","Mammalia","Diprotodontia","Macropodidae","Dendrolagus","Dendrolagus_goodfellowi","Goodfellows tree kangaroo",24,2,0.083333333,"-",2,1,0.041666667,0.5,1,0.041666667,0.5,"-",24,2,24,11,"-",29.48980934,-1,1.479289941,11.83431953,11.83431953,-1,1.03,1.122518823,-1,-1,7400,-1,283.2,-1,0.204124145,18.58179121,TRUE
825,"Animalia","Chordata","Amphibia","Amphibia","Anura","Bufonidae","Peltophryne","Peltophryne_lemur","Puerto rican crested toad",226,19,0.084070796,"-",17,8,0.03539823,0.470588235,9,0.039823009,0.529411765,"-",226,19,226,16,"-",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.066519011,-1,TRUE
2871,"Animalia","Chordata","Reptilia","Sauropsida","Squamata","Pythonidae","Morelia","Morelia_viridis","Green tree python",47,4,0.085106383,"-",23,2,0.042553191,0.652173913,1,0.021276596,0.347826087,"-",67,24,47,21,"-",-1,-1,1.824457594,-1,8.148779453,16,-1,-1,9.4,-1,3113,-1,247.2,-1,0.145864991,17.85146992,TRUE
3204,"Animalia","Chordata","Aves","Sauropsida","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus_occidentalis","Brown pelican",23,2,0.086956522,"-",2,1,0.043478261,0.5,1,0.043478261,0.5,"-",23,2,23,7,"-",11.99868508,23.99737015,0.953320184,-1,54.75,2.6,-1,-1,63.5,-1,3115.8,0.112,516,-1,0.208514414,19.76946778,TRUE
4217,"Animalia","Chordata","Amphibia","Amphibia","Anura","Hylidae","Trachycephalus","Trachycephalus_resinifictrix","Mission-eyed tree frog",69,6,0.086956522,"-",5,4,0.057971014,0.8,1,0.014492754,0.2,"-",69,6,69,14,"-",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.120385853,-1,TRUE
2594,"Animalia","Chordata","Amphibia","Amphibia","Anura","Ranidae","Lithobates","Lithobates_pipiens","Northern leopard frog",22,2,0.090909091,"-",2,1,0.045454545,0.5,1,0.045454545,0.5,"-",22,2,22,8,"-",23.99737015,11.99868508,-1,-1,54.75,4146,-1,-1,-1,-1,29.0222,-1,-1,-1,0.213200716,1.462730331,TRUE
1971,"Animalia","Chordata","Mammalia","Mammalia","Artiodactyla","Bovidae","Gazella","Gazella_spekei","Speke's gazelle",22,2,0.090909091,"-",2,1,0.045454545,0.5,1,0.045454545,0.5,"-",22,2,22,6,"-",16.79815911,13.2547666,6.47600263,-1,45.7105,-1,1.46,6.74,1253.33,-1,20000,-1,152.04,-1,0.213200716,17.39277716,TRUE
680,"Animalia","Chordata","Reptilia","Sauropsida","Squamata","Viperidae","Bitis","Bitis_nasicornis","Rhinoceros viper",32,3,0.09375,"-",3,3,0.09375,1,0,0,0,"-",32,3,32,15,"-",-1,-1,-1,-1,3.71837509,-1,-1,-1,-1,-1,717,-1,112.8,-1,0.176776695,15.16937375,TRUE
2701,"Animalia","Chordata","Mammalia","Mammalia","Diprotodontia","Macropodidae","Osphranter","Osphranter_rufus","Red kangaroo",96,9,0.09375,"-",7,5,0.052083333,0.714285714,2,0.020833333,0.285714286,"-",96,9,96,18,"-",16.99539776,26.4957265,1.084812623,11.83431953,11.83431953,-1,1.36,7.92,0.784,5000,55000,0.0075,300,5568.64,0.102062073,19.60309022,TRUE
2601,"Animalia","Chordata","Mammalia","Mammalia","Artiodactyla","Bovidae","Litocranius","Litocranius_walleri","Southern gerenuk",53,5,0.094339623,"-",3,2,0.037735849,0.666666667,1,0.018867925,0.333333333,"-",53,5,53,11,"-",11.80144642,27.67324129,6.706114398,7.922419461,7.922419461,-1,1.35,7.92,-1,-1,43500,-1,207.6,-1,0.137360564,18.54185335,TRUE
3252,"Animalia","Chordata","Reptilia","Sauropsida","Squamata","Gekkonidae","Phelsuma","Phelsuma_grandis","Madagascar giant day gecko",21,2,0.095238095,"-",14,2,0.095238095,0.714285714,0,0,0.285714286,"-",33,14,21,14,"-",-1,-1,-1,-1,5.379776726,-1,-1,-1,-1,-1,20.7,-1,163.2,-1,0.21821789,14.59229127,TRUE
3879,"Animalia","Chordata","Reptilia","Sauropsida","Squamata","Viperidae","Sistrurus","Sistrurus_miliarius","Pigmy rattlesnake",21,2,0.095238095,"-",2,1,0.047619048,0.5,1,0.047619048,0.5,"-",21,2,21,11,"-",-1,-1,-1,-1,6.368706272,-1,-1,-1,-1,-1,196,-1,193.2,-1,0.21821789,16.0082988,TRUE
125,"Animalia","Chordata","Reptilia","Sauropsida","Squamata","Viperidae","Agkistrodon","Agkistrodon_contortrix","Copperhead",21,2,0.095238095,"-",2,1,0.047619048,0.5,1,0.047619048,0.5,"-",21,2,21,11,"-",23.99737015,23.99737015,3.533859303,-1,73,5.65,-1,-1,-1,-1,950,-1,357.6,-1,0.21821789,18.29810867,TRUE
3941,"Animalia","Chordata","Reptilia","Sauropsida","Squamata","Colubridae","Pantherophis","Spilotes_pullatus","Tiger rat snake",21,2,0.095238095,"-",2,2,0.095238095,1,0,0,0,"-",21,2,21,12,"-",-1,0.511176857,0.575279421,-1,15.55,-1,16,-1,-1,-1,-1,-1,210,-1,0.21821789,-1,TRUE
4461,"Animalia","Chordata","Reptilia","Sauropsida","Squamata","Varanidae","Varanus","Varanus_prasinus","Emerald monitor",41,4,0.097560976,"-",9,2,0.048780488,0.777777778,2,0.048780488,0.222222222,"-",46,9,41,13,"-",-1,-1,-1,-1,5.617119817,4.1,1.4,-1,8.6,-1,237.5,-1,170.4,-1,0.156173762,15.76448116,TRUE
1930,"Animalia","Chordata","Reptilia","Sauropsida","Squamata","Chamaeleonidae","Furcifer","Furcifer_pardalis","Reunion chameleon",41,4,0.097560976,"-",4,4,0.097560976,1,0,0,0,"-",41,4,41,12,"-",-1,-1,-1,-1,2.056973454,24,-1,-1,-1,-1,-1,-1,62.4,-1,0.156173762,-1,TRUE
1386,"Animalia","Chordata","Aves","Sauropsida","Galliformes","Odontophoridae","Colinus","Colinus_virginianus","Northern bobwhite",30,3,0.1,"-",3,3,0.1,1,0,0,0,"-",30,3,30,8,"-",11.99868508,11.99868508,0.756081525,-1,36.5,15,1.5,-1,-1,-1,194,-1,76.8,-1,0.182574186,13.59996905,TRUE
1097,"Animalia","Chordata","Mammalia","Mammalia","Primates","Cercopithecidae","Cercopithecus","Cercopithecus_mitis","Stuhlmans blue monkey",40,4,0.1,"-",4,4,0.1,1,0,0,0,"-",40,4,40,1,"-",54.99671269,54.99671269,4.339250493,10.35502959,10.35502959,-1,0.5,16.93,366.4,-1,9000,-1,453.6,3455.75,0.158113883,19.89428078,TRUE
2004,"Animalia","Chordata","Mammalia","Mammalia","Artiodactyla","Giraffidae","Giraffa","Giraffa_camelopardalis","Baringo giraffe",30,3,0.1,"-",8,2,0.066666667,0.875,1,0.033333333,0.125,"-",35,8,30,16,"-",42.01183432,54.0433925,15.02301118,4.996712689,4.996712689,1.29,0.5,20.38,58500,-1,8e+05,-1,474,-1,0.182574186,21.95776004,TRUE
1226,"Animalia","Chordata","Mammalia","Mammalia","Rodentia","Chinchillidae","Chinchilla","Chinchilla_lanigera","Chinchilla",40,4,0.1,"-",4,3,0.075,0.75,1,0.025,0.25,"-",40,4,40,24,"-",-1,-1,4.27,-1,7.911436362,1.45,1.5,-1,-1,-1,-1,-1,240,-1,0.158113883,-1,TRUE
4010,"Animalia","Chordata","Mammalia","Mammalia","Artiodactyla","Suidae","Sus","Sus_scrofa","Guinea forest hog",66,7,0.106060606,"-",6,4,0.060606061,0.666666667,2,0.03030303,0.333333333,"-",66,7,66,13,"-",10.97961867,25.24654832,3.780407627,1.840894149,1.840894149,4.52,1.5,7.56,960,5700,130000,0.0095,324,-1,0.123091491,20.17721341,TRUE
1706,"Animalia","Chordata","Aves","Sauropsida","Columbiformes","Columbidae","Ducula","Ducula_brenchleyi","Ducula brenchleyi",46,5,0.108695652,"-",3,2,0.043478261,0.666666667,1,0.02173913,0.333333333,"-",46,5,46,15,"-",-1,-1,-1,-1,1,-1,-1,-1,-1,-1,510,-1,-1,-1,0.147441956,2.707570176,TRUE
2780,"Animalia","Chordata","Aves","Sauropsida","Strigiformes","Strigidae","Megascops","Megascops_asio","Eastern screech-owl",36,4,0.111111111,"-",4,3,0.083333333,0.75,1,0.027777778,0.25,"-",36,4,36,23,"-",11.99868508,11.99868508,0.953320184,-1,36.5,4.25,-1,-1,11,-1,164.1,0.264,248.4,-1,0.166666667,16.58601813,TRUE
2610,"Animalia","Chordata","Amphibia","Amphibia","Anura","Hylidae","Nyctimystes","Nyctimystes_infrafrenatus","White-lipped tree frog",63,7,0.111111111,"-",7,7,0.111111111,1,0,0,0,"-",63,7,63,24,"-",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.125988158,-1,TRUE
3712,"Animalia","Chordata","Mammalia","Mammalia","Primates","Cebidae","Saimiri","Saimiri_sciureus","Common squirrel monkey",71,8,0.112676056,"-",8,1,0.014084507,0.125,7,0.098591549,0.875,"-",71,8,71,15,"-",32.97172913,60.02629849,5.292570677,5.818540434,5.818540434,1,1.07,12,107,403,925,0.0125,362.4,738.81,0.118678166,18.32127087,TRUE
2618,"Animalia","Chordata","Aves","Sauropsida","Passeriformes","Estrilididae","Lonchura","Padda_oryzivora","Java sparrow",35,4,0.114285714,"-",4,1,0.028571429,0.25,3,0.085714286,0.75,"-",35,4,35,5,"-",-1,-1,0.460223537,-1,1,4.95,2.5,-1,-1,-1,24.8,-1,-1,-1,0.169030851,1.394451681,TRUE
679,"Animalia","Chordata","Reptilia","Sauropsida","Squamata","Viperidae","Bitis","Bitis_gabonica","Gaboon viper",35,4,0.114285714,"-",4,3,0.085714286,0.75,1,0.028571429,0.25,"-",35,4,35,10,"-",-1,-1,-1,-1,7.120292726,156,-1,-1,-1,-1,2381,-1,216,-1,0.169030851,17.3834819,TRUE
3019,"Animalia","Chordata","Aves","Sauropsida","Psittaciformes","Cacatuidae","Nymphicus","Nymphicus_hollandicus","Cockatiel",70,8,0.114285714,"-",8,7,0.1,0.875,0,0,0.125,"-",71,9,70,14,"-",14.9800789,13.00854701,-1,-1,42.5707,4.5,-1,-1,-1,-1,90,-1,420,-1,0.119522861,17.69373825,TRUE
2570,"Animalia","Chordata","Aves","Sauropsida","Passeriformes","Sturnidae","Leucopsar","Leucopsar_rothschildi","Bali mynah",52,6,0.115384615,"-",6,5,0.096153846,0.833333333,1,0.019230769,0.166666667,"-",52,6,52,22,"-",-1,-1,0.427350427,-1,9.889295453,-1,-1,-1,-1,-1,95,-1,300,-1,0.138675049,16.84045113,TRUE
3640,"Animalia","Chordata","Mammalia","Mammalia","Artiodactyla","Cervidae","Rangifer","Rangifer_tarandus","Caribou",34,4,0.117647059,"-",6,2,0.058823529,0.333333333,2,0.058823529,0.666666667,"-",36,6,34,9,"-",21.76199869,22.35371466,7.495069034,3.944773176,3.944773176,1.1,1.1,12,6500,20000,101250,0.0047,261.6,-1,0.171498585,19.51122147,TRUE
1390,"Animalia","Chordata","Mammalia","Mammalia","Primates","Cercopithecidae","Colobus","Colobus_guereza","Colobus monkey",34,4,0.117647059,"-",4,2,0.058823529,0.5,2,0.058823529,0.5,"-",34,4,34,15,"-",48.02761341,72.05785667,5.752794214,12.39316239,12.39316239,-1,0.95,12,397.8,1600,9950,-1,420,3055,0.171498585,19.73731882,TRUE
2621,"Animalia","Chordata","Mammalia","Mammalia","Carnivora","Mustelidae","Lontra","Lontra_canadensis","North americal river otter",42,5,0.119047619,"-",8,3,0.071428571,1,0,0,0,"-",47,10,42,19,"-",23.99737015,23.99737015,2.038132807,4.010519395,4.010519395,2.5,0.9,12,140,1510,9000,-1,324,-1,0.15430335,19.01751257,TRUE
2886,"Animalia","Chordata","Mammalia","Mammalia","Carnivora","Mustelidae","Mustela","Mustela_nigripes","Black footed ferret",92,11,0.119565217,"-",70,7,0.076086957,0.728571429,4,0.043478261,0.271428571,"-",151,70,92,10,"-",11.99868508,11.99868508,1.413543721,1.96120973,1.96120973,3.36,1.1,12,7.4,-1,1021,-1,112.8,-1,0.104257207,15.32288034,TRUE
2159,"Animalia","Chordata","Reptilia","Sauropsida","Squamata","Helodermatidae","Heloderma","Heloderma_horridum","Mexican beaded lizard",33,4,0.121212121,"-",4,4,0.121212121,1,0,0,0,"-",33,4,33,15,"-",-1,-1,-1,-1,13.60767054,7.9,-1,-1,30,-1,1244.15,-1,412.8,-1,0.174077656,18.78931088,TRUE
3694,"Animalia","Chordata","Mammalia","Mammalia","Chiroptera","Pteropodidae","Rousettus","Rousettus_aegyptiacus","Egyptian fruit bat",57,7,0.122807018,"-",7,6,0.105263158,0.857142857,1,0.01754386,0.142857143,"-",57,7,57,17,"-",11.99868508,11.99868508,3.813280736,4.010519395,4.010519395,1.07,-1,-1,21.06,73.8,125,0.0149,274.8,122.64,0.132453236,16.73101038,TRUE
84,"Animalia","Chordata","Aves","Sauropsida","Galliformes","Numididae","Acryllium","Acryllium_vulturinum","Vulturine guineafowl",39,5,0.128205128,"-",5,4,0.102564103,0.8,1,0.025641026,0.2,"-",39,5,39,12,"-",-1,-1,-1,-1,1,10,-1,-1,-1,-1,1333.875,-1,-1,-1,0.160128154,3.125115133,TRUE
2835,"Animalia","Chordata","Mammalia","Mammalia","Rodentia","Muridae","Micromys","Micromys_minutus","Harvest mouse",23,3,0.130434783,"-",12,2,0.086956522,1,0,0,0,"-",33,13,23,4,"-",1.314924392,1.216305062,0.657462196,0.591715976,0.591715976,5.2,2.6,0.69,0.9,-1,7.18,-1,45.6,21.07,0.208514414,10.8099135,TRUE
2804,"Animalia","Chordata","Aves","Sauropsida","Galliformes","Phasianidae","Meleagris","Meleagris_gallopavo","Domestic lavender turkey",71,10,0.14084507,"-",10,8,0.112676056,0.8,2,0.028169014,0.2,"-",71,10,71,20,"-",9.993425378,11.99868508,0.920447074,-1,33.45,11,-1,-1,47,-1,6050,0.023,156,-1,0.118678166,16.94050296,TRUE
119,"Animalia","Chordata","Aves","Sauropsida","Psittaciformes","Psittacidae","Agapornis","Agapornis_fischeri","Fischer's lovebird",28,4,0.142857143,"-",4,2,0.071428571,0.5,2,0.071428571,0.5,"-",28,4,28,4,"-",-1,-1,-1,-1,4.984204908,5.5,-1,-1,-1,-1,48.3,-1,151.2,-1,0.188982237,14.76125788,TRUE
1787,"Animalia","Chordata","Mammalia","Mammalia","Perissodactyla","Equidae","Equus","Equus_grevyi","Grevys zebra",21,3,0.142857143,"-",3,2,0.095238095,0.666666667,1,0.047619048,0.333333333,"-",21,3,21,11,"-",42.01183432,48.02761341,13.34648258,8.514135437,8.514135437,-1,0.5,18.9,40000,-1,384000,-1,372,-1,0.21821789,21.00758886,TRUE
3665,"Animalia","Chordata","Aves","Sauropsida","Rheiformes","Rheidae","Rhea","Rhea_americana","Greater rhea",21,3,0.142857143,"-",8,2,0.095238095,0.875,1,0.047619048,0.125,"-",26,8,21,10,"-",14.00394477,14.00394477,1.183431953,-1,42.6,23.71433333,-1,-1,-1,-1,23000,-1,600,-1,0.21821789,21.03063534,TRUE
3147,"Animalia","Chordata","Mammalia","Mammalia","Primates","Cercopithecidae","Papio","Papio_hamadryas","Hamadryas baboon",20,3,0.15,"-",3,3,0.15,1,0,0,0,"-",20,3,20,4,"-",49.76988823,57.92241946,5.621301775,9.861932939,9.861932939,1.01,0.8,18.67,814,3950,18000,0.0026,450,-1,0.223606798,20.17454759,TRUE
